id,error_description,example,mathematical_domain,mathematical_topic,mathematical_subtopic,population_type,grade_band_as_declared,bibtex_key,authors,year,journal,orientation,salience,page_refs,local_pdf_path
38625,"Students incorrectly select whole numbers instead of decimals when given place value text, mistaking 'tenths' for 'tens' due to sight word reading errors or a lack of base-10 understanding.","When asked to identify the number consisting of 3 hundreds, 7 units, and 4 tenths, many students chose 347 instead of 307.4.",decimal,place value,tens vs tenths,student,Grade 8,JMB_Nortvedt_2011_Coping,Guri A. Nortvedt,2011,Journal of Mathematical Behavior,deficit,secondary,263,pdfs/JMB/JMB_Nortvedt_2011_Coping.pdf
38643,Teachers incorrectly believe that a fraction like 1/3 is not truly equal to its repeating decimal equivalent (0.333...) because generating the decimal expansion is a dynamic process that would take an infinite amount of time to complete.,"When asked if 1/3 and 0.333... are truly equal, the teacher replied, 'Not true, because it never comes out even... if you took it out forever then it would be. But we wouldn't be there to see the end.'",decimal,fraction-decimal equivalence,1/3 and 0.333...,in_service,fifth grade,JMB_Yopp_2011_Why,"David A. Yopp, Elizabeth A. Burroughs, Brian J. Lindaman",2011,Journal of Mathematical Behavior,deficit,primary,"308, 309, 310",pdfs/JMB/JMB_Yopp_2011_Why.pdf
38691,"When using short division to calculate a unit rate, students may incorrectly append the whole number remainder directly as a decimal value rather than expressing it as a fraction of the divisor.",24 ÷ 16 = 1 r 8 or $1.80!,decimal,division,interpreting remainders,mixed,"middle years (11–15 year-olds, Grades 5-8)",JMB_Clarke_2018_Using,"Doug Clarke, Anne Roche",2018,Journal of Mathematical Behavior,deficit,passing,,pdfs/JMB/JMB_Clarke_2018_Using.pdf
38728,Students successfully perform the first arithmetic step of a two-step problem but are unable to proceed because keeping the intermediate result in mind and applying it to the next step is beyond their cognitive ability.,"In a problem about meatballs, a student correctly calculates there are 5 meatballs but then doesn't know what to do next to find the cost of one, eventually guessing they should multiply.",decimal,multi-step word problems,Working memory and process selection,student,grade 6 (aged 12-13),ESM_Ekenstam_1983_Some,Adolf Af Ekenstam and Karl Greger,1983,Educational Studies in Mathematics,deficit,primary,"378, 379",pdfs/ESM/ESM_Ekenstam_1983_Some.pdf
38744,"When using money as a referent for decimal fractions, students often view cent values as independent whole units rather than fractional tenths or hundredths of a dollar, losing the appropriate property of quantity.","For the symbol 2.16 (two dollars, one dime, six pennies), students may view the cents as units themselves, interfering with the ten-denomination form.",decimal,decimal fractions,Referents and meaning,other,grades 1-8,ESM_Hiebert_1988_Theory,JAMES HIEBERT,1988,Educational Studies in Mathematics,deficit,secondary,338,pdfs/ESM/ESM_Hiebert_1988_Theory.pdf
38790,"Students fail to choose the correct arithmetic operation when a problem involves decimal numbers less than 1, erroneously relying on the assumption that division always yields a smaller number.",Choosing division instead of multiplication to find the price of 0.923 kg of cheese at 27.50 kr/kg because 'the piece of cheese must cost less... so I must divide to get a smaller number'.,decimal,arithmetic operations with decimals,Choosing operations,student,grade 6 (aged 12-13),ESM_Ekenstam_1983_Some_a,Adolf af Ekenstam and Karl Greger,1983,Educational Studies in Mathematics,deficit,primary,"374, 376, 377",pdfs/ESM/ESM_Ekenstam_1983_Some_a.pdf
38793,"Students struggle to invent real-world contexts for arithmetic statements involving decimals, often misapplying continuous decimal values to discrete, countable entities.","When asked to write a word problem for 3.7 + 2.8 = 6.5 without using money, a student suggested 'Patrik has 3.7 cows and 2.8 pigs'.",decimal,formulating word problems,Real-world contexts for decimals,student,grade 6 (aged 12-13),ESM_Ekenstam_1983_Some_a,Adolf af Ekenstam and Karl Greger,1983,Educational Studies in Mathematics,deficit,primary,"381, 382",pdfs/ESM/ESM_Ekenstam_1983_Some_a.pdf
38853,Students incorrectly interpret the whole number remainder of a division problem as a decimal fraction in tenths rather than a fraction over the divisor.,498 minus 491 is 7; 7 minus 6 is 1. The result is 82.1.,decimal,division,Remainders as decimals,mixed,grade 11 and pre-service,ESM_Kaasila_2010_Finnish,Raimo Kaasila & Erkki Pehkonen & Anu Hellinen,2010,Educational Studies in Mathematics,deficit,primary,"255, 257",pdfs/ESM/ESM_Kaasila_2010_Finnish.pdf
38926,"Students misread decimal numbers in word problems, erroneously interpreting the decimal part as a different whole-number unit of measure or a fraction.",An average speed of 11.9 miles per hour was read as '11 miles 9 minutes per hour'; and 'pork chops weighting 1.07 lb' was read as '1 lb 7 ounces'.,decimal,decimal place value,Reading decimals in context,student,"aged 12-16, fourth year secondary class of 15 year old pupils",ESM_Bell_1981_Choice,"ALAN BELL, MALCOLM SWAN AND GLENDA TAYLOR",1981,Educational Studies in Mathematics,deficit,primary,"405, 411",pdfs/ESM/ESM_Bell_1981_Choice.pdf
38928,"Students erroneously assume the smaller number must always be divided into the larger, and frequently confuse the directionality of the a / b division symbol.","Students confused the a / b symbolism with the a)b format, reading a / b as 'how many a's go into b?'.",decimal,division,Symbolism and non-commutativity,student,"aged 12-16, fourth year secondary class of 15 year old pupils",ESM_Bell_1981_Choice,"ALAN BELL, MALCOLM SWAN AND GLENDA TAYLOR",1981,Educational Studies in Mathematics,deficit,primary,"406, 413",pdfs/ESM/ESM_Bell_1981_Choice.pdf
38957,"Students process long division by incorrectly applying a digit-by-digit Euclidean division, failing to carry remainders to the next place value and mistakenly inserting multiple decimal points into the quotient.","When dividing 8645834 by 2, a student divides 5 by 2 to yield '2.5' in the middle of the quotient, and similarly divides 3 by 2 to yield '1.5', failing to abide by the place notation system.",decimal,division algorithm,Partial quotients and remainders,student,fifth graders,ESM_Fluckiger_2005_Macro-situation,ANNICK FLUCKIGER,2005,Educational Studies in Mathematics,deficit,primary,"67, 68",pdfs/ESM/ESM_Fluckiger_2005_Macro-situation.pdf
38986,Students misinterpret the magnitude of decimal numbers by processing the digits to the right of the decimal point as if they were whole numbers or by being confused by different numbers of digits.,"Students believe that 1.20 > 1.2, or that 1.02 > 1.1 because 2 > 1, and struggle to identify which number is closest to 1.003 when given options with varying numbers of decimal places.",decimal,decimal magnitude and comparison,Place value,student,"6th, 7th, 8th, 9th and 10th classes (ages 13-17)",ESM_Ekenstam_1977_Children's,Adolf Af Ekenstam,1977,Educational Studies in Mathematics,deficit,primary,"317, 318, 321, 322, 327",pdfs/ESM/ESM_Ekenstam_1977_Children's.pdf
39019,"Students hold the situated abstraction that multiplication always results in a larger number, acting surprised when multiplying by a decimal less than one reduces the outcome.","When trying to reach a target of 100 from a starting value of 13, Jenny initially did not use decimals between 0 and 1 to reduce numbers until she faced 117 and tried 0.2.",decimal,multiplication,Multiplying by a decimal,student,13-year-old pupils,ESM_Hoyles_1992_Pedagogy,CELIA HOYLES AND RICHARD NOSS,1992,Educational Studies in Mathematics,deficit,primary,"41, 42, 43",pdfs/ESM/ESM_Hoyles_1992_Pedagogy.pdf
39051,"Students struggle to interpret and appropriately round repeating decimals generated by calculator division, assuming all displayed digits must be part of the final answer even when an integer is contextually required.","When a division like 5000 ÷ 9 resulted in 555.5555 on the display, students became confused and found it difficult to round off to an integer.",decimal,calculator use,Rounding division results,student,"intermediate level (forms 4-6, aged 10-12)",ESM_Hedren_1985_Hand-held,ROLF HEDRÉN,1985,Educational Studies in Mathematics,deficit,secondary,176,pdfs/ESM/ESM_Hedren_1985_Hand-held.pdf
39078,"Students hold the misconception that division must always involve dividing a larger number by a smaller number, causing them to reverse the operands when a problem naturally requires dividing a smaller number by a larger one.","When given the calculation 8.7 / 59.1 to write a story for, students reversed the numbers, such as writing a story that required dividing 59.1 wheels into 8.7 boxes.",decimal,division,Order of operands,student,12- and 13-year-olds,ESM_Bell_1984_Choice,"ALAN BELL, EFRAIM FISCHBEIN, AND BRIAN GREER",1984,Educational Studies in Mathematics,deficit,primary,"129, 134, 139, 141",pdfs/ESM/ESM_Bell_1984_Choice.pdf
39081,"When an expected division operation yields an answer that intuitively seems to be the wrong magnitude, students will abandon multiplicative reasoning and incorrectly use subtraction to reach an acceptable magnitude.","To find how much meat priced at GBP2.56 per pound can be bought for GBP2, students realized the amount should be just under a pound, saw that 2.56 / 2 gave an answer of the wrong magnitude, and chose to subtract GBP2 from GBP2.56 instead.",decimal,choice of operation,Substitution of subtraction for division,student,12- and 13-year-olds,ESM_Bell_1984_Choice,"ALAN BELL, EFRAIM FISCHBEIN, AND BRIAN GREER",1984,Educational Studies in Mathematics,deficit,secondary,145,pdfs/ESM/ESM_Bell_1984_Choice.pdf
39140,"Students make encoding errors by failing to present their calculated answer in an acceptable written form, such as omitting necessary units.",A student correctly calculates the change from $2.00 for a $1.07 item but writes '93' instead of '$0.93' or '93 cents'.,decimal,money problems,Encoding errors,student,grades 5-7,ESM_Clements_1980_Analyzing,M. A. (KEN) CLEMENTS,1980,Educational Studies in Mathematics,deficit,secondary,"2, 3",pdfs/ESM/ESM_Clements_1980_Analyzing.pdf
39165,Students choose division instead of multiplication for word problems with a decimal operator less than one because they know the answer must be smaller than the operand.,"When asked how to find the amount of chocolate needed for .75 of a 3-ounce recipe, a student incorrectly chooses division, explaining 'Because you will need less than 3 ounces of chocolate.'",decimal,word problems,Choosing the operation,student,fourth and fifth graders,ESM_Graeber_1990_Insights,ANNA O. GRAEBER AND DINA TIROSH,1990,Educational Studies in Mathematics,deficit,primary,"574, 575",pdfs/ESM/ESM_Graeber_1990_Insights.pdf
39262,"Students confuse the mathematical properties of numbers with their written decimal representations, believing that a number is only 'decimal' if it has a finite string of digits after a comma, or that reals are simply a superset of written decimals.","Arguing that there are more decimals than rationals because 'un décimal implique une virgule et des nombres ensuite... tandis que pour les rationnels on peut ruser, on peut écrire 2 comme par exemple 4/2 ou 16/8.'",decimal,number systems,decimal vs rational definitions,student,17-18 years old and first year university students,ESM_Robinet_1986_Les,J. ROBINET,1986,Educational Studies in Mathematics,deficit,primary,"376, 377, 378",pdfs/ESM/ESM_Robinet_1986_Les.pdf
39322,"Students inappropriately change the required operation from division to multiplication when dealing with a divisor less than 1, violating the conservation of operations because the problem context remains structurally identical.","Calculating 116 times 0.8 instead of dividing, which gives 92.8 yen for 1 liter, a value illogically smaller than the given price for 0.8 liters.",decimal,division,choice of operation,student,5th grade,ESM_Okazaki_2005_Characteristics,MASAKAZU OKAZAKI and MASATAKA KOYAMA,2005,Educational Studies in Mathematics,deficit,primary,"223, 234, 235",pdfs/ESM/ESM_Okazaki_2005_Characteristics.pdf
39324,"Students find division by a decimal less than 1 conceptually meaningless because they cannot map it to a concrete, operational partitive sharing model.","Stating 'I don't know how we get 145 when we divide by 0.8' because they could understand a concrete division like dividing by 2 to get half, but lacked a model for dividing by 0.8.",decimal,division,dividing by a decimal less than 1,student,5th grade,ESM_Okazaki_2005_Characteristics,MASAKAZU OKAZAKI and MASATAKA KOYAMA,2005,Educational Studies in Mathematics,deficit,primary,"237, 238, 239, 240, 243",pdfs/ESM/ESM_Okazaki_2005_Characteristics.pdf
39346,"Forgetting to place the decimal point when performing decimal multiplication, despite correctly executing whole-number multiplication.","Student multiplies 60 by .20 and gets 1200, then self-corrects by reasoning about magnitude.",decimal,decimal multiplication,percent discount,PST,elementary,ESM_Lee_2016_Pre-service,Ji-Eun Lee & Kyoung-Tae Kim,2016,Educational Studies in Mathematics,productive,secondary,"368, 369, 376",pdfs/ESM/ESM_Lee_2016_Pre-service.pdf
39400,Students believe in the existence of infinitesimally small numbers like 0.000...1 because they misapply the concept of infinity as a continuous process of getting smaller.,"Stating that 'infinity is going on forever, so it just carries on getting smaller' or proposing the number '0.0...1'.",decimal,infinitesimals,infinitely small numbers,student,pre-university,ESM_Monaghan_2001_Young,JOHN MONAGHAN,2001,Educational Studies in Mathematics,deficit,secondary,"249, 250",pdfs/ESM/ESM_Monaghan_2001_Young.pdf
39408,"Preservice teachers believe that division always results in a quotient smaller than the dividend, and that the divisor must be a whole number, rooted in the primitive partitive model of division.","When given the problem '70 ÷ 1/2', a student argued the quotient is less than 70 because '70 is being divided into parts, the quotient (the answer) will be less than 70.'",decimal,division,decimals less than one,PST,college,ESM_Tirosh_1989_Preservice,DINA TIROSH AND ANNA O. GRAEBER,1989,Educational Studies in Mathematics,deficit,primary,"80, 84, 85, 86, 87, 88",pdfs/ESM/ESM_Tirosh_1989_Preservice.pdf
39439,"Students incorrectly assume that the farther a digit is from the decimal point, the larger the value of that number, applying whole number distance rules to decimals.","A student argues that .02 is larger then .2, since in the former example the digit 2 is farther from the decimal than is the digit 2 in the later example.",decimal,decimal magnitude,place value,student,fifth grade,ESM_Moskal_2000_Making,BARBARA M. MOSKAL and MARIA E. MAGONE,2000,Educational Studies in Mathematics,deficit,secondary,316,pdfs/ESM/ESM_Moskal_2000_Making.pdf
39441,"Students inappropriately apply whole number rules to decimal zeros, concluding that leading zeros have no effect while trailing zeros increase the magnitude to that of a whole number.","Afwandi explains that .008000 is the greatest value because 'The zeros in front don't mean anything, but it has zero's in the back and that means that it is (8,000)-eight thousand'.",decimal,decimal magnitude,role of zero,student,fifth grade,ESM_Moskal_2000_Making,BARBARA M. MOSKAL and MARIA E. MAGONE,2000,Educational Studies in Mathematics,deficit,primary,"323, 324",pdfs/ESM/ESM_Moskal_2000_Making.pdf
39450,"The belief that to obtain a smaller numerical result, one must always use division, failing to realize that dividing by a decimal less than one yields a larger result.","When converting square yards to square meters, dividing 12820 by 0.9 rather than multiplying by it because the expected result is smaller and 'becoming smaller means that you must divide'.",decimal,division,division makes smaller,mixed,primary school (grades 1 through 6),ESM_Treffers_1993_Wiskobas,A. TREFFERS,1993,Educational Studies in Mathematics,deficit,secondary,93,pdfs/ESM/ESM_Treffers_1993_Wiskobas.pdf
39461,"Students incorrectly apply fraction knowledge to decimal comparisons, assuming that a shorter decimal always represents larger parts (e.g., tenths) and is therefore greater than a longer decimal (e.g., hundredths), regardless of the digit values.",Claiming that 3.2 is bigger than 3.47 'because the shorter number has tenths and the longer number has hundreths and tenths are bigger than hundreths'.,decimal,decimal comparison,number length,student,"grades 6, 7, 8 and 9",ESM_Nesher_1986_Shifts,PEARLA NESHER AND IRIT PELED,1986,Educational Studies in Mathematics,deficit,primary,"69, 70, 73, 75",pdfs/ESM/ESM_Nesher_1986_Shifts.pdf
39492,"Multiplication conceptualized as repeated addition implies multiplier must be integer and product larger than multiplicand, preventing commutativity with decimal multipliers.",Fewer difficulties with 0.6F for 38 pencils (0.6 x 38) than 43F for 0.7 kg (43 x 0.7).,decimal,multiplication word problems,commutativity and repeated addition,student,primary cycle,ESM_Levain_1992_La,JEAN-PIERRE LEVAIN,1992,Educational Studies in Mathematics,deficit,primary,"142, 157",pdfs/ESM/ESM_Levain_1992_La.pdf
